evaluation,fitness,best_fitness,measured_fitness,best_measured_fitness,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,40466884.88,40466884.88,40466675.0,40466675.0,-3.8952,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8946
2,40466884.68,40466884.68,40466674.8,40466674.8,-3.8702,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8946
3,40589511.87,40466884.68,40589301.99,40466674.8,-3.8952,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.9057
4,40191325.65,40191325.65,40191115.77,40191115.77,-3.8952,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8696
5,40466881.22,40191325.65,40466671.34,40191115.77,-3.8952,-4.3161,2.0101,1.6329,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8946
6,40433079.7,40191325.65,40432869.82,40191115.77,-3.8952,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0713,-3.8946
7,40589511.87,40191325.65,40589301.99,40191115.77,-3.8952,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.9057
8,40479222.52,40191325.65,40479012.64,40191115.77,-3.8952,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.1054,-3.8946
10,40466883.97,40191325.65,40466674.09,40191115.77,-3.8952,-4.2911,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8946
11,40466886.5,40191325.65,40466676.62,40191115.77,-3.8952,-4.3161,1.9851,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8946
12,40589511.87,40191325.65,40589301.99,40191115.77,-3.8952,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.9057
14,40465503.21,40191325.65,40465293.33,40191115.77,-3.8952,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.44239,4.8663,-4.0963,-3.8946
15,40466886.5,40191325.65,40466676.62,40191115.77,-3.8952,-4.3161,1.9851,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8946
17,40456603.61,40191325.65,40456393.73,40191115.77,-3.8952,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8413,-4.0963,-3.8946
19,40466884.96,40191325.65,40466675.08,40191115.77,-3.9063,-4.3161,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8946
22,40466881.47,40191325.65,40466671.59,40191115.77,-3.8952,-4.3229,2.0101,1.6329,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8946
25,40466773.74,40191325.45,40466563.86,40191115.57,-3.8952,-4.3161,2.0101,1.6079,0.81833,3.1576,-0.46739,4.8663,-4.0963,-3.8946
28,40468211.86,40191325.45,40468001.98,40191115.57,-3.8952,-4.3161,2.0101,1.6079,0.79333,3.1576,-0.49239,4.8663,-4.0963,-3.8946
31,40466849.5,40191321.99,40466639.62,40191112.11,-3.8952,-4.3161,2.0101,1.6329,0.81833,3.1826,-0.46739,4.8663,-4.0963,-3.8946
35,40466804.56,40191321.99,40466594.68,40191112.11,-3.8952,-4.2911,2.0101,1.6079,0.79333,3.1576,-0.46739,4.8663,-4.0963,-3.8946
39,40466884.93,40191321.99,40466675.05,40191112.11,-3.8702,-4.3229,2.0101,1.6079,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8946
44,40466889.22,40191321.99,40466679.34,40191112.11,-3.9063,-4.3229,2.0101,1.5829,0.79333,3.1826,-0.46739,4.8663,-4.0963,-3.8946
50,40589465.73,40191321.99,40589255.85,40191112.11,-3.8952,-4.3161,2.0101,1.6079,0.76833,3.1576,-0.46739,4.8663,-4.0963,-3.9057
56,40467326.55,40191321.99,40467116.67,40191112.11,-3.8952,-4.3161,2.0101,1.6079,0.81833,3.1576,-0.46739,4.8677,-4.0963,-3.8946
63,40181046.1,40181046.1,40180836.22,40180836.22,-3.9063,-4.3161,1.9851,1.6079,0.79333,3.1826,-0.46739,4.8413,-4.0963,-3.8696
70,40191945.31,40181046.1,40191735.43,40180836.22,-3.8952,-4.3229,2.0101,1.6079,0.79333,3.2008,-0.46739,4.8677,-4.0963,-3.8696
79,40205102.96,40179659.06,40204893.08,40179449.18,-3.8952,-4.3161,2.0101,1.6079,0.76833,3.1826,-0.49239,4.8663,-4.1054,-3.8696
89,40191361.96,40157551.9,40191152.08,40157342.02,-3.8702,-4.3161,1.9851,1.6079,0.81833,3.2008,-0.46739,4.8663,-4.0963,-3.8696
100,40465563.6,40157551.9,40465353.72,40157342.02,-3.8952,-4.2911,2.0351,1.6329,0.79333,3.2008,-0.44239,4.8663,-4.0963,-3.8946
112,40601919.03,40157551.9,40601709.15,40157342.02,-3.8702,-4.2911,2.0101,1.5829,0.79333,3.2008,-0.46739,4.8663,-4.1054,-3.9057
125,40603728.2,40156103.23,40603518.32,40155893.35,-3.8702,-4.2911,2.0101,1.6079,0.79333,3.1576,-0.49239,4.8677,-4.1054,-3.9057
141,40457966.03,40156103.23,40457756.15,40155893.35,-3.8702,-4.3161,2.0351,1.5829,0.76833,3.1576,-0.49239,4.8413,-4.0963,-3.8946
