evaluation,fitness,best_fitness,measured_fitness,best_measured_fitness,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,172.2909492,172.2909492,251.7709492,251.7709492,-3.9102,-3.5183,0.23423,1.4547,3.5769,-4.7928,-4.7153,-1.7339,0.31968,4.2492
2,172.3842697,172.2909492,251.8642697,251.7709492,-3.9102,-3.5183,0.23423,1.4547,3.5769,-4.7928,-4.7153,-1.7589,0.31968,4.2492
3,172.361149,172.2909492,251.841149,251.7709492,-3.9102,-3.5331,0.23423,1.4547,3.5769,-4.7928,-4.7153,-1.7339,0.31968,4.2492
4,172.4006225,172.2909492,251.8806225,251.7709492,-3.9102,-3.5183,0.23423,1.4547,3.5769,-4.7928,-4.7153,-1.7339,0.31968,4.2568
5,171.9786881,171.9786881,251.4586881,251.4586881,-3.9102,-3.5183,0.23423,1.4547,3.5519,-4.7928,-4.7153,-1.7339,0.31968,4.2492
6,172.0299752,171.9786881,251.5099752,251.4586881,-3.9102,-3.5183,0.23423,1.4547,3.5769,-4.7678,-4.7153,-1.7339,0.31968,4.2492
7,172.3394857,171.9786881,251.8194857,251.4586881,-3.9102,-3.5183,0.25923,1.4547,3.5769,-4.7928,-4.7153,-1.7339,0.31968,4.2492
8,172.3894383,171.9786881,251.8694383,251.4586881,-3.9102,-3.5183,0.23423,1.4547,3.5769,-4.7928,-4.7153,-1.7339,0.34468,4.2492
10,172.361149,171.9786881,251.841149,251.4586881,-3.9102,-3.5331,0.23423,1.4547,3.5769,-4.7928,-4.7153,-1.7339,0.31968,4.2492
11,172.4692563,171.9786881,251.9492563,251.4586881,-3.9102,-3.5183,0.23423,1.4547,3.5912,-4.7928,-4.7153,-1.7339,0.31968,4.2492
12,171.926552,171.926552,251.406552,251.406552,-3.9102,-3.5183,0.23423,1.4547,3.5769,-4.7928,-4.7153,-1.7339,0.31968,4.2242
14,172.1988787,171.926552,251.6788787,251.406552,-3.9102,-3.5183,0.23423,1.4547,3.5769,-4.7928,-4.7153,-1.7089,0.31968,4.2492
15,172.4692563,171.926552,251.9492563,251.406552,-3.9102,-3.5183,0.23423,1.4547,3.5912,-4.7928,-4.7153,-1.7339,0.31968,4.2492
17,172.3842697,171.926552,251.8642697,251.406552,-3.9102,-3.5183,0.23423,1.4547,3.5769,-4.7928,-4.7153,-1.7589,0.31968,4.2492
19,172.083425,171.926552,251.563425,251.406552,-3.8852,-3.5183,0.23423,1.4547,3.5769,-4.7928,-4.7153,-1.7339,0.31968,4.2492
22,172.0695446,171.926552,251.5495446,251.406552,-3.9211,-3.5183,0.23423,1.4547,3.5519,-4.7928,-4.7153,-1.7339,0.31968,4.2492
25,172.3664765,171.926552,251.8464765,251.406552,-3.9102,-3.5183,0.23423,1.4797,3.5769,-4.7928,-4.7153,-1.7339,0.34468,4.2492
28,172.2422466,171.926552,251.7222466,251.406552,-3.9102,-3.5183,0.25923,1.4547,3.5769,-4.7928,-4.7153,-1.7339,0.29468,4.2492
31,171.9314016,171.926552,251.4114016,251.406552,-3.9102,-3.5183,0.20923,1.4547,3.5519,-4.7928,-4.7153,-1.7339,0.31968,4.2492
35,172.1713244,171.926552,251.6513244,251.406552,-3.9102,-3.5183,0.23423,1.4547,3.5769,-4.7928,-4.6903,-1.7339,0.31968,4.2568
39,171.74939,171.7177141,251.22939,251.1977141,-3.9102,-3.5183,0.23423,1.4547,3.5519,-4.7928,-4.6903,-1.7339,0.31968,4.2492
