evaluation,fitness,best_fitness,measured_fitness,best_measured_fitness,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,700.4472543,700.4472543,238.3572543,238.3572543,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.86749,-1.9723,-1.9341,-2.9284,-0.18174
2,699.1210023,699.1210023,237.0310023,237.0310023,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.86749,-1.9723,-1.9341,-2.9034,-0.18174
3,700.1107211,699.1210023,238.0207211,237.0310023,-3.8767,4.0887,-4.4388,1.914,-4.7742,-0.86749,-1.9723,-1.9341,-2.9284,-0.18174
4,700.1107211,699.1210023,238.0207211,237.0310023,-3.8767,4.0887,-4.4388,1.914,-4.7742,-0.86749,-1.9723,-1.9341,-2.9284,-0.18174
5,701.9658846,699.1210023,239.8758846,237.0310023,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.84249,-1.9723,-1.9341,-2.9284,-0.18174
6,699.6609388,699.1210023,237.5709388,237.0310023,-3.8653,4.0887,-4.4388,1.939,-4.7742,-0.86749,-1.9723,-1.9341,-2.9284,-0.18174
7,699.1438862,699.1210023,237.0538862,237.0310023,-3.8653,4.0887,-4.4138,1.914,-4.7742,-0.86749,-1.9723,-1.9341,-2.9284,-0.18174
8,703.0141131,699.1210023,240.9241131,237.0310023,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.86749,-1.9723,-1.9591,-2.9284,-0.18174
10,702.5367108,699.1210023,240.4467108,237.0310023,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.86749,-1.9723,-1.9341,-2.9491,-0.18174
11,698.4898304,698.4898304,236.3998304,236.3998304,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.86749,-1.9973,-1.9341,-2.9284,-0.18174
12,701.9658846,698.4898304,239.8758846,236.3998304,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.84249,-1.9723,-1.9341,-2.9284,-0.18174
14,701.9939994,698.4898304,239.9039994,236.3998304,-3.8653,4.0887,-4.4388,1.889,-4.7742,-0.86749,-1.9723,-1.9341,-2.9284,-0.18174
15,701.9939994,698.4898304,239.9039994,236.3998304,-3.8653,4.0887,-4.4388,1.889,-4.7742,-0.86749,-1.9723,-1.9341,-2.9284,-0.18174
17,702.5367108,698.4898304,240.4467108,236.3998304,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.86749,-1.9723,-1.9341,-2.9491,-0.18174
19,699.1438862,698.4898304,237.0538862,236.3998304,-3.8653,4.0887,-4.4138,1.914,-4.7742,-0.86749,-1.9723,-1.9341,-2.9284,-0.18174
22,697.4584102,695.8349182,235.3684102,233.7449182,-3.8653,4.0887,-4.4388,1.939,-4.7742,-0.89249,-1.9723,-1.9341,-2.9284,-0.18174
25,700.5792869,695.8349182,238.4892869,233.7449182,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.86749,-1.9973,-1.9341,-2.9491,-0.18174
28,696.4752773,695.8349182,234.3852773,233.7449182,-3.8653,4.0887,-4.4388,1.914,-4.7492,-0.86749,-1.9723,-1.9341,-2.9034,-0.18174
31,701.710745,695.8349182,239.620745,233.7449182,-3.8653,4.0887,-4.4138,1.914,-4.7742,-0.86749,-1.9723,-1.9591,-2.9284,-0.18174
35,697.9243746,695.8349182,235.8343746,233.7449182,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.86749,-1.9723,-1.9341,-2.9491,-0.20674
39,703.6531899,695.8349182,241.5631899,233.7449182,-3.8653,4.0887,-4.4388,1.889,-4.7742,-0.86749,-1.9473,-1.9341,-2.9284,-0.18174
44,701.2880634,695.8349182,239.1980634,233.7449182,-3.8653,4.0887,-4.4388,1.939,-4.7492,-0.86749,-1.9723,-1.9341,-2.9284,-0.15674
50,695.5184963,694.7359382,233.4284963,232.6459382,-3.8653,4.0887,-4.4388,1.939,-4.7492,-0.86749,-1.9723,-1.9091,-2.9284,-0.18174
56,695.721846,694.7359382,233.631846,232.6459382,-3.8653,4.0887,-4.4388,1.914,-4.7742,-0.89249,-1.9723,-1.9341,-2.9491,-0.20674
63,699.2537881,694.7359382,237.1637881,232.6459382,-3.8767,4.0978,-4.4388,1.889,-4.7742,-0.86749,-1.9973,-1.9341,-2.9284,-0.18174
70,695.1173987,694.7359382,233.0273987,232.6459382,-3.8403,4.0887,-4.4138,1.914,-4.7492,-0.89249,-1.9723,-1.9341,-2.9284,-0.18174
79,700.995455,694.0715993,238.905455,231.9815993,-3.8653,4.0887,-4.4138,1.914,-4.7742,-0.84249,-1.9473,-1.9341,-2.9034,-0.18174
89,696.5222471,692.0782034,234.4322471,229.9882034,-3.8653,4.0978,-4.4388,1.889,-4.7742,-0.89249,-1.9723,-1.9091,-2.9034,-0.18174
100,698.4174287,689.5852822,236.3274287,227.4952822,-3.8767,4.0887,-4.4138,1.889,-4.7764,-0.89249,-1.9723,-1.9341,-2.9284,-0.18174
112,693.335032,689.5852822,231.245032,227.4952822,-3.8653,4.0637,-4.4388,1.889,-4.7742,-0.89249,-1.9973,-1.9341,-2.9034,-0.20674
125,702.0533917,689.5852822,239.9633917,227.4952822,-3.8403,4.0887,-4.4444,1.889,-4.7492,-0.89249,-1.9473,-1.9341,-2.9491,-0.18174
141,698.7417434,687.1244749,236.6517434,225.0344749,-3.8653,4.0637,-4.4388,1.914,-4.7492,-0.89249,-1.9473,-1.9591,-2.9491,-0.20674
158,704.5504705,687.1244749,242.4604705,225.0344749,-3.8767,4.0978,-4.4138,1.914,-4.7764,-0.84249,-1.9973,-1.9341,-2.9491,-0.15674
177,704.2758357,685.6168332,242.1858357,223.5268332,-3.8767,4.0978,-4.4388,1.939,-4.7492,-0.84249,-1.9473,-1.9091,-2.9491,-0.15674
199,710.5274038,685.6168332,248.4374038,223.5268332,-3.8403,4.0978,-4.4138,1.889,-4.7492,-0.84249,-1.9473,-1.9591,-2.9491,-0.15674
223,694.3913944,685.6168332,232.3013944,223.5268332,-3.8403,4.0887,-4.4138,1.914,-4.7742,-0.89249,-1.9723,-1.9591,-2.9034,-0.20674
251,699.3890031,685.6168332,237.2990031,223.5268332,-3.8653,4.0887,-4.4434,1.914,-4.7492,-0.86749,-1.9531,-1.9341,-2.9284,-0.18174
281,697.5149196,685.6168332,235.4249196,223.5268332,-3.8653,4.0887,-4.4444,1.939,-4.7492,-0.86749,-1.9473,-1.9091,-2.9284,-0.18174
