0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,2217.81225,2217.81225,1755.72225,1755.72225,4.2178,3.4647,-3.7572,0.97659,-4.4017,0.60649,-0.03112,1.4832,3.1889,-0.064285
2,1884.811165,1884.811165,1422.721165,1422.721165,0.15834,-3.9059,-3.4003,4.487,1.6573,4.3757,-1.2827,1.1002,3.2208,-0.60948
3,2242.322295,1884.811165,1780.232295,1422.721165,-1.2868,-2.1769,3.145,4.4955,4.3838,-4.8326,-3.0594,1.405,-2.6452,4.3162
4,431.1803039,431.1803039,-30.90969606,-30.90969606,2.4956,-0.1129,1.5322,1.173,-1.936,-1.428,-4.4395,0.45921,0.70147,0.039518
5,1042.556532,431.1803039,580.466532,-30.90969606,4.386,4.6273,1.4684,-0.13309,-3.0758,2.8352,-2.1251,-4.3673,-1.2904,-0.83997
6,576.0114083,431.1803039,113.9214083,-30.90969606,2.3692,-1.4492,-0.87284,1.6353,-1.0353,-0.086145,1.8817,-0.32277,-4.4265,-2.8267
7,1657.838908,431.1803039,1195.748908,-30.90969606,-1.2728,-3.0825,-2.2693,1.0092,4.3558,-1.7861,2.9013,-0.34527,0.77459,-3.1429
8,3586.281599,431.1803039,3124.191599,-30.90969606,-2.0352,-1.9101,-3.6879,-1.8034,2.3113,-0.61673,0.37833,2.6407,3.8509,-0.45063
10,1326.782307,431.1803039,864.692307,-30.90969606,-2.7456,4.2487,1.2587,0.74175,-4.4607,-1.6836,3.0544,1.0789,2.8348,-2.1153
11,660.5351998,431.1803039,198.4451998,-30.90969606,0.43387,-2.4473,1.0582,-3.5001,-1.875,0.1673,2.0325,-1.988,-3.6946,3.4008
12,1978.397176,431.1803039,1516.307176,-30.90969606,4.0449,1.2032,4.9655,4.6815,-2.89,1.5116,0.4928,0.35468,0.30477,3.5081
14,855.1945708,431.1803039,393.1045708,-30.90969606,-1.033,4.3807,2.7125,-3.9892,-3.41,-3.5529,-1.8057,1.4808,-2.9227,-4.3173
15,1274.526189,431.1803039,812.4361892,-30.90969606,-1.6127,-2.7279,4.3691,-2.9054,0.39195,-4.0671,-2.1204,3.8187,0.049039,-1.3906
17,5597.121223,431.1803039,5135.031223,-30.90969606,1.8441,-3.9435,1.1471,-4.6842,4.7047,2.8352,3.9817,-3.4041,3.6324,-3.3156
19,1071.865002,431.1803039,609.7750021,-30.90969606,-0.29553,-3.266,3.0814,-2.0195,3.7542,-0.28128,1.3915,0.060868,1.7665,-4.2207
22,1884.811165,431.1803039,1422.721165,-30.90969606,0.15834,-3.9059,-3.4003,4.487,1.6573,4.3757,-1.2827,1.1002,3.2208,-0.60948
25,1042.556532,431.1803039,580.466532,-30.90969606,4.386,4.6273,1.4684,-0.13309,-3.0758,2.8352,-2.1251,-4.3673,-1.2904,-0.83997
28,3586.281599,431.1803039,3124.191599,-30.90969606,-2.0352,-1.9101,-3.6879,-1.8034,2.3113,-0.61673,0.37833,2.6407,3.8509,-0.45063
31,660.5351998,431.1803039,198.4451998,-30.90969606,0.43387,-2.4473,1.0582,-3.5001,-1.875,0.1673,2.0325,-1.988,-3.6946,3.4008
35,1274.526189,431.1803039,812.4361892,-30.90969606,-1.6127,-2.7279,4.3691,-2.9054,0.39195,-4.0671,-2.1204,3.8187,0.049039,-1.3906
39,1071.865002,431.1803039,609.7750021,-30.90969606,-0.29553,-3.266,3.0814,-2.0195,3.7542,-0.28128,1.3915,0.060868,1.7665,-4.2207
44,663.8430066,431.1803039,201.7530066,-30.90969606,3.8447,-1.9184,2.9677,0.77307,0.10574,-0.53941,-3.5563,-0.20587,0.94313,0.46055
50,286.9607595,244.5441103,-175.1292405,-217.5458897,-0.26669,2.0838,2.1158,2.959,-1.8306,-2.4367,2.3138,1.1271,0.70444,0.94571
56,1170.730496,244.5441103,708.6404962,-217.5458897,4.3766,-4.0704,-2.5499,-0.73217,2.5822,-4.4362,1.3855,-5.2282,1.6674,-1.6475
63,2242.322295,244.5441103,1780.232295,-217.5458897,-1.2868,-2.1769,3.145,4.4955,4.3838,-4.8326,-3.0594,1.405,-2.6452,4.3162
70,286.9607595,244.5441103,-175.1292405,-217.5458897,-0.26669,2.0838,2.1158,2.959,-1.8306,-2.4367,2.3138,1.1271,0.70444,0.94571
79,1071.865002,244.5441103,609.7750021,-217.5458897,-0.29553,-3.266,3.0814,-2.0195,3.7542,-0.28128,1.3915,0.060868,1.7665,-4.2207
89,1703.644061,244.5441103,1241.554061,-217.5458897,0.40124,-1.708,-1.8442,2.9085,-7.59,-4.6061,-1.3687,-3.8314,-2.159,1.5151
100,832.3405533,244.5441103,370.2505533,-217.5458897,1.6405,-1.1978,1.9154,1.9443,-2.1469,-1.8375,0.5183,-2.5216,2.4832,1.3491
112,661.4561001,244.5441103,199.3661001,-217.5458897,2.0654,1.0987,3.4702,-0.12175,0.36503,-0.73049,-2.0748,1.5118,-0.21107,2.1266
125,769.4350045,244.5441103,307.3450045,-217.5458897,2.1187,-0.12547,-0.68305,4.5091,0.16047,-1.893,-4.4753,-3.8317,-0.45517,2.2895
141,313.1536976,244.5441103,-148.9363024,-217.5458897,2.5948,2.9222,-1.642,2.2299,-1.0802,0.11196,2.0368,0.33923,-1.1188,2.4108
158,651.4886194,244.5441103,189.3986194,-217.5458897,2.2184,-4.1352,0.87549,-5.9269,-1.6479,-0.58698,-1.2121,-0.5352,-0.42801,-3.6981
177,314.2120141,165.5359175,-147.8779859,-296.5540825,2.0765,-1.6856,2.5348,-0.88175,0.7356,-2.2467,2.6145,-0.23823,1.3278,-0.11908
199,246.2814715,165.5359175,-215.8085285,-296.5540825,-0.68389,-0.22512,-0.25145,3.1405,-1.0957,3.3521,-0.050305,1.2678,0.1174,-0.30292
223,420.3249984,165.5359175,-41.76500157,-296.5540825,2.8604,0.45654,1.5896,0.068264,1.629,-1.0369,-0.25726,0.12835,-0.23178,4.2662
251,169.3688514,165.5359175,-292.7211486,-296.5540825,-1.0661,-0.44072,-0.17795,-0.59952,-1.2483,1.7917,1.3541,1.618,1.1542,-0.18779
281,635.702634,165.5359175,173.612634,-296.5540825,0.065834,-0.96262,-0.73336,0.7995,-0.85082,1.3882,3.2859,2.8903,-3.5801,0.92679
316,754.7691819,165.5359175,292.6791819,-296.5540825,0.90196,-1.5593,3.2476,-3.2838,1.3575,-2.2607,-1.3001,-3.3673,-0.5621,-0.8697
354,331.0319132,165.5359175,-131.0580868,-296.5540825,2.4354,4.2807,-0.50504,-4.5314,0.79984,-4.1324,2.4931,1.6249,1.0307,-0.97479
398,205.005934,165.5359175,-257.084066,-296.5540825,0.70395,-1.1568,1.1919,0.80665,-0.24427,2.3164,1.5336,0.10362,-0.045739,-1.7421
446,230.4419917,165.5359175,-231.6480083,-296.5540825,-0.05752,-0.23988,1.8056,2.543,-1.0476,3.1745,1.6839,1.1084,-0.25661,-0.7417
501,291.7843181,165.5359175,-170.3056819,-296.5540825,2.2545,0.53471,-0.89306,4.4451,-1.8037,1.3401,1.6003,1.9817,-0.98475,-1.6194
562,231.4795138,165.5359175,-230.6104862,-296.5540825,1.2412,0.80733,-0.3217,3.2026,-0.7772,1.2596,1.637,0.81539,-0.34607,2.0802
630,224.3655369,151.4692885,-237.7244631,-310.6207115,-0.25408,-0.25209,-0.17462,0.21846,-0.80666,-0.28652,2.1273,2.008,-0.42094,1.3587
