0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,92.11682532,92.11682532,171.5968253,171.5968253,-3.0039,1.262,2.2092,3.5327,3.1516,4.7969,-1.0798,-2.6985,-3.0939,-2.3595
2,156.9623443,92.11682532,236.4423443,171.5968253,3.7293,-2.0695,-3.9355,-4.2787,3.4631,-0.88687,-1.5482,1.9142,0.92275,3.5742
3,121.9468665,92.11682532,201.4268665,171.5968253,4.5205,-1.4379,-3.0891,-2.0306,2.2291,-1.8408,-4.1519,-0.48252,4.1545,-4.7552
4,91.30806389,91.30806389,170.7880639,170.7880639,3.7296,3.0769,-0.26689,-2.1577,-4.5621,-0.26984,4.7875,-1.601,-0.84414,0.51542
5,103.5987889,91.30806389,183.0787889,170.7880639,-3.0217,2.3435,-0.23567,-0.26099,2.0997,-3.4635,4.3418,3.0106,-0.39545,-0.26922
6,94.83910615,91.30806389,174.3191062,170.7880639,-2.7307,0.00087996,2.7532,-1.2448,-0.23168,-1.7059,2.9452,4.573,-2.5015,1.6284
7,100.7817738,91.30806389,180.2617738,170.7880639,4.2958,0.42744,2.7784,-2.2874,-0.70911,2.4254,1.9043,3.617,-4.1738,1.5666
8,111.880434,91.30806389,191.360434,170.7880639,-3.3572,-2.6589,-4.5018,-2.7024,1.2261,-2.4051,2.0909,-0.84045,-3.5396,2.2522
10,87.5203086,58.28918444,167.0003086,137.7691844,0.75498,4.5278,1.4168,2.7152,-4.4405,-1.3716,4.6451,1.0948,1.8683,-0.32078
11,97.22690767,58.28918444,176.7069077,137.7691844,-0.58389,0.11221,-0.93033,4.5237,1.4726,0.85544,-1.2822,0.073483,4.0706,3.0118
12,69.81779853,58.28918444,149.2977985,137.7691844,2.7562,-0.49486,2.5801,-0.84962,-2.4279,-0.38282,2.0335,-1.291,4.373,-2.0473
14,66.11468726,58.28918444,145.5946873,137.7691844,-0.92718,2.5575,3.4353,-2.7905,-0.50084,-1.3461,-1.0298,0.32882,-0.12626,-3.5763
15,139.8596098,58.28918444,219.3396098,137.7691844,3.1573,-0.49936,-3.2869,4.8581,-4.1633,-4.7203,-2.3472,1.0158,4.1037,3.8964
17,64.86751634,58.28918444,144.3475163,137.7691844,-3.0962,0.80064,-4.2009,0.64466,-4.9583,-1.4943,2.0915,-4.2132,-2.8495,-4.4799
19,135.4267181,58.28918444,214.9067181,137.7691844,-2.5424,1.9748,2.495,-4.0821,-0.93228,-3.4801,-3.0815,-3.1755,4.13,-3.1444
22,156.9623443,58.28918444,236.4423443,137.7691844,3.7293,-2.0695,-3.9355,-4.2787,3.4631,-0.88687,-1.5482,1.9142,0.92275,3.5742
25,103.5987889,58.28918444,183.0787889,137.7691844,-3.0217,2.3435,-0.23567,-0.26099,2.0997,-3.4635,4.3418,3.0106,-0.39545,-0.26922
28,111.880434,58.28918444,191.360434,137.7691844,-3.3572,-2.6589,-4.5018,-2.7024,1.2261,-2.4051,2.0909,-0.84045,-3.5396,2.2522
31,97.22690767,58.28918444,176.7069077,137.7691844,-0.58389,0.11221,-0.93033,4.5237,1.4726,0.85544,-1.2822,0.073483,4.0706,3.0118
35,139.8596098,58.28918444,219.3396098,137.7691844,3.1573,-0.49936,-3.2869,4.8581,-4.1633,-4.7203,-2.3472,1.0158,4.1037,3.8964
39,135.4267181,58.28918444,214.9067181,137.7691844,-2.5424,1.9748,2.495,-4.0821,-0.93228,-3.4801,-3.0815,-3.1755,4.13,-3.1444
44,135.5082901,58.28918444,214.9882901,137.7691844,2.3866,3.3941,-1.0547,-3.6013,-4.1121,-1.0783,6.4337,-4.2487,-0.79414,0.48758
50,97.68745982,58.28918444,177.1674598,137.7691844,-2.9492,2.7876,4.1031,2.1108,-2.5396,-2.1118,4.5951,1.9693,2.4013,-3.3319
56,129.5552251,58.28918444,209.0352251,137.7691844,-1.1984,-2.7773,2.4194,2.5949,4.6739,5.7172,-3.6162,3.1954,-1.0594,0.19042
63,121.9468665,52.7090422,201.4268665,132.1890422,4.5205,-1.4379,-3.0891,-2.0306,2.2291,-1.8408,-4.1519,-0.48252,4.1545,-4.7552
70,87.5203086,52.7090422,167.0003086,132.1890422,0.75498,4.5278,1.4168,2.7152,-4.4405,-1.3716,4.6451,1.0948,1.8683,-0.32078
79,122.3706745,52.7090422,201.8506745,132.1890422,-1.3768,0.5309,4.0237,-1.7593,-3.3959,-2.5975,-2.5625,-1.2974,6.2821,-3.5952
89,56.16246845,35.57697547,135.6424685,115.0569755,-0.38041,-2.9848,0.6851,0.60693,-1.5808,-3.1397,-1.2945,-1.4936,1.5072,1.5089
100,69.67056383,27.84323767,149.1505638,107.3232377,1.1901,-1.3711,1.5798,0.47948,0.80129,5.857,-1.758,-1.6946,-4.3899,-0.54014
112,62.69573158,27.84323767,142.1757316,107.3232377,-0.004625,-0.18182,3.5854,0.16163,-2.7452,-1.6411,1.9835,-0.88281,3.6737,-1.6245
125,80.28259814,27.84323767,159.7625981,107.3232377,-0.050688,-0.36005,-2.2862,2.0526,1.402,-4.1207,-2.4515,2.1715,1.6309,1.3415
141,35.57697547,12.69272928,115.0569755,92.17272928,0.052423,-0.27939,-1.9142,2.5598,-0.021666,3.5592,1.7657,-0.43416,-4.8945,-1.7528
158,33.6518351,12.69272928,113.1318351,92.17272928,-3.3256,2.1097,-0.0086607,2.0668,-1.6612,2.6957,-1.1089,-0.94856,-1.546,-1.8767
177,10.64528611,10.64528611,90.12528611,90.12528611,-1.1979,-1.5908,0.0064631,2.225,-2.0721,0.95337,0.50072,-1.0247,-1.8327,-5.3675
199,56.79407281,10.64528611,136.2740728,90.12528611,-2.0661,0.43928,2.1536,-1.0286,-0.65044,-0.54382,1.9028,-3.3362,1.4432,-1.9318
223,74.98415249,10.64528611,154.4641525,90.12528611,1.9127,-0.73583,-3.6455,0.013775,1.3059,1.6134,-0.21098,-2.9422,4.1239,-2.9806
251,44.25748585,10.64528611,123.7374858,90.12528611,2.599,0.184,0.4523,2.3107,-1.5412,1.1139,-0.86324,-0.99573,3.9206,-4.0381
281,46.99864048,10.64528611,126.4786405,90.12528611,-1.9841,-5.0125,0.57496,1.7958,-1.8458,2.2393,1.8719,-2.7099,0.34981,-5.412
316,40.97333996,10.64528611,120.45334,90.12528611,-1.705,-0.80199,1.7381,2.718,-3.9859,0.86462,-2.6142,-2.343,-4.2776,-6.0791
354,23.94608957,5.745272069,103.4260896,85.22527207,-1.328,-1.3818,-0.49215,1.8943,-2.2842,0.22714,0.64515,0.71618,-1.5815,1.4433
398,8.541019014,5.745272069,88.02101901,85.22527207,-1.2575,-1.0669,0.27823,3.2281,-3.7415,1.368,-0.18406,-1.1194,-1.6993,-2.907
446,9.421864003,4.731628527,88.901864,84.21162853,-0.99941,-1.0009,-0.64472,0.62517,-2.0727,1.134,-0.60165,-1.9841,-2.3963,-3.2503
501,5.473676656,4.218051744,84.95367666,83.69805174,-0.27067,-0.94078,-0.84937,0.49685,-1.9977,1.2078,-0.38223,0.78337,-2.3266,-2.0259
562,3.130498933,2.858812103,82.61049893,82.3388121,0.83168,-0.69682,0.45344,1.9357,-2.844,1.1484,0.36336,-0.37981,-1.7535,-2.6341
630,4.111256007,1.977474839,83.59125601,81.45747484,0.44779,-0.55803,0.23879,2.2736,-2.054,1.5317,0.10137,-0.23521,-1.873,-2.1284
707,3.636090367,1.146867429,83.11609037,80.62686743,0.48787,-1.367,-0.26457,1.6521,-1.3873,0.89119,0.14231,-0.90337,-2.0965,-3.2703
794,3.709450928,0.7295211048,83.18945093,80.2095211,0.61346,-2.3427,-0.047677,1.2806,-2.349,1.1343,0.051128,0.50943,-1.0262,-2.6618
891,10.86632598,0.2960866732,90.34632598,79.77608667,0.25784,-0.8407,-0.90377,2.2478,-2.4109,0.36832,-0.30062,-3.1219,-1.7241,-3.0899
1000,0.6193413765,0.1853406128,80.09934138,79.66534061,0.10463,-0.96947,-0.57486,2.0505,-2.4676,0.46415,-0.58087,0.62731,-1.6704,-2.9822
1122,6.987785669,0.1853406128,86.46778567,79.66534061,-0.18484,-1.2693,-0.5625,2.0358,-2.2195,0.51694,-2.5308,-0.39183,-2.0259,-3.5865
1258,0.3647163663,0.1617379498,79.84471637,79.64173795,0.17497,-1.1798,-0.27251,1.9136,-2.5222,0.57927,-0.31426,-0.13534,-1.5687,-3.0307
1412,1.387121915,0.09338137497,80.86712191,79.57338137,0.21568,-0.95135,-0.53736,1.9733,-2.5703,0.4528,-0.13975,-0.05648,-2.5851,-2.4473
1584,0.1853406128,0.07951412241,79.66534061,79.55951412,0.19798,-0.95603,-0.48211,2.0136,-2.5274,0.53202,-0.19503,-0.068722,-1.6636,-3.0877
1778,1.906733197,0.05504161345,81.3867332,79.53504161,0.20548,-1.2293,0.60688,2.0201,-2.5387,0.27263,-0.36477,0.036124,-1.5858,-3.0595
1995,0.07183533972,0.03137050486,79.55183534,79.5113705,0.23182,-1.1347,-0.59436,1.9988,-2.5939,0.45557,-0.23223,-0.033613,-1.5735,-3.0536
2238,0.01468550958,0.01328575695,79.49468551,79.49328576,0.2589,-1.1518,-0.76049,1.9701,-2.7021,0.40731,-0.17689,0.040859,-1.6363,-3.045
2511,0.02381189525,0.01328575695,79.5038119,79.49328576,0.2504,-1.1469,-0.72196,1.9501,-2.7143,0.39967,-0.13416,0.049967,-1.618,-2.9292
2818,2.188057852,0.008548844539,81.66805785,79.48854884,0.24203,-1.1848,-0.72066,1.9438,-2.6876,0.39546,-0.12621,0.044364,-0.16183,-3.0167
3162,0.00621615322,0.003690807008,79.48621615,79.48369081,0.248,-1.1988,-0.73085,1.9263,-2.6753,0.44815,-0.13137,0.065112,-1.6698,-3.0474
3548,0.0007622369443,0.0006805456051,79.48076224,79.48068055,0.25548,-1.1747,-0.7274,1.9375,-2.6879,0.43237,-0.12929,0.11628,-1.6419,-3.0553
3981,0.001854565745,0.0003883253197,79.48185457,79.48038833,0.23261,-1.1732,-0.71115,1.9294,-2.6773,0.45163,-0.13021,0.0964,-1.6278,-3.0493
4466,0.0003463839801,0.0001705550644,79.48034638,79.48017056,0.25026,-1.169,-0.72849,1.9193,-2.6871,0.44099,-0.1159,0.12511,-1.6443,-3.0535
5011,0.000136323585,8.947900642e-05,79.48013632,79.48008948,0.25285,-1.1664,-0.72483,1.9271,-2.6787,0.43928,-0.11123,0.11914,-1.6375,-3.0487
5623,8.262341578e-05,3.685672765e-05,79.48008262,79.48003686,0.25115,-1.1623,-0.72611,1.9209,-2.6842,0.43751,-0.11605,0.11955,-1.638,-3.052
6309,1.575990072e-05,1.231213059e-05,79.48001576,79.48001231,0.25157,-1.1578,-0.72416,1.9266,-2.6816,0.43716,-0.11847,0.12125,-1.636,-3.05
7079,4.749134092e-06,2.611736903e-06,79.48000475,79.48000261,0.2522,-1.1581,-0.72503,1.9261,-2.6815,0.43901,-0.11649,0.12055,-1.6371,-3.0507
7943,1.126999123e-06,6.551890266e-07,79.48000113,79.48000066,0.25257,-1.1572,-0.72428,1.9266,-2.6811,0.43881,-0.11706,0.11974,-1.637,-3.0512
8912,1.25243858e-07,9.191325034e-08,79.48000013,79.48000009,0.25289,-1.157,-0.72412,1.9265,-2.6807,0.4392,-0.11699,0.12006,-1.6376,-3.0513
9889,8.093053339e-09,8.093053339e-09,79.48000001,79.48000001,0.25289,-1.1568,-0.72405,1.9264,-2.6808,0.43922,-0.11684,0.11997,-1.6376,-3.0512
9920,1.599646282e-08,8.093053339e-09,79.48000002,79.48000001,0.25289,-1.1568,-0.72405,1.9264,-2.6808,0.43922,-0.11684,0.11997,-1.6376,-3.0512
1,150.5512639,150.5512639,545.0312639,545.0312639,-3.0039,1.262,2.2092,3.5327,3.1516,4.7969,-1.0798,-2.6985,-3.0939,-2.3595
2,224.6468766,150.5512639,619.1268766,545.0312639,3.7293,-2.0695,-3.9355,-4.2787,3.4631,-0.88687,-1.5482,1.9142,0.92275,3.5742
3,195.8777262,150.5512639,590.3577262,545.0312639,4.5205,-1.4379,-3.0891,-2.0306,2.2291,-1.8408,-4.1519,-0.48252,4.1545,-4.7552
4,200.266514,150.5512639,594.746514,545.0312639,3.7296,3.0769,-0.26689,-2.1577,-4.5621,-0.26984,4.7875,-1.601,-0.84414,0.51542
5,86.18605243,86.18605243,480.6660524,480.6660524,-3.0217,2.3435,-0.23567,-0.26099,2.0997,-3.4635,4.3418,3.0106,-0.39545,-0.26922
6,140.2523339,86.18605243,534.7323339,480.6660524,-2.7307,0.00087996,2.7532,-1.2448,-0.23168,-1.7059,2.9452,4.573,-2.5015,1.6284
7,249.7829794,86.18605243,644.2629794,480.6660524,4.2958,0.42744,2.7784,-2.2874,-0.70911,2.4254,1.9043,3.617,-4.1738,1.5666
8,89.68695746,86.18605243,484.1669575,480.6660524,-3.3572,-2.6589,-4.5018,-2.7024,1.2261,-2.4051,2.0909,-0.84045,-3.5396,2.2522
10,159.3163037,86.18605243,553.7963037,480.6660524,0.75498,4.5278,1.4168,2.7152,-4.4405,-1.3716,4.6451,1.0948,1.8683,-0.32078
11,136.0007706,86.18605243,530.4807706,480.6660524,-0.58389,0.11221,-0.93033,4.5237,1.4726,0.85544,-1.2822,0.073483,4.0706,3.0118
12,163.4731593,86.18605243,557.9531593,480.6660524,2.7562,-0.49486,2.5801,-0.84962,-2.4279,-0.38282,2.0335,-1.291,4.373,-2.0473
14,161.4919086,86.18605243,555.9719086,480.6660524,-0.92718,2.5575,3.4353,-2.7905,-0.50084,-1.3461,-1.0298,0.32882,-0.12626,-3.5763
15,204.4561401,86.18605243,598.9361401,480.6660524,3.1573,-0.49936,-3.2869,4.8581,-4.1633,-4.7203,-2.3472,1.0158,4.1037,3.8964
